Naslov,Avtorji,Mentorji,Komentorji,Ključne besede,Leto,Jezik,Organizacija,Dolžina uvoda,Dolžina glavnega dela,Ogledi,Prenosi 
Uporaba z dušikom dopiranih grafenskih derivatov v napravah za pretvorbo energije,"Nosan, Miha","Genorio, Boštjan",,N-dopirani grafenski derivati; reakcija redukcije kisika; gorivne celice s protonsko izmenjevalno membrano; proizvodnja vodikovega peroksida; kovinske nečistote; N-doped graphene derivatives; oxygen reduction reaction; proton-exchange membrane fuel cells; hydrogen peroxide production; metal impurities,2024,Slovenski jezik,FKKT - Fakulteta za kemijo in kemijsko tehnologijo,,,513,86
Prepoznava genskih skupkov za razgradnjo hemiceluloz in pektinov v bakterijskem rodu Prevotella s transkriptomskim pristopom,"Murovec, Urška","Accetto, Tomaž",,polisaharidi; transkriptomika; Prevotella; vamp; prežvekovalci; hemiceluloze; pektin; RNAseq; bioinformacijska analiza; genski skupki; polysaccharides; transcriptomics; Prevotella; rumen; ruminants; hemicellulose; pectin; RNAseq; bioinformatic analysis; genetic loci,2024,Slovenski jezik,BF - Biotehniška fakulteta,,,376,421
Pomen dihalnega testa C13 pri ocenjevanju eksokrine funkcije trebušne slinavke po resekciji želodca,"Siuka, Darko","Janša, Rado",,pankreatična eksokrina insuficienca; resekcija želodca; dihalni test 13C; pancreatic exocrine insufficiency; gastric resection; breath test 13C,2024,Slovenski jezik,MF - Medicinska fakulteta,,,307,83
Vpliv koencima Q10 na oksidativni stres ter imunski in klinični status pri psih z miksomatozno degeneracijo mitralne zaklopke,"Druzhaeva, Natalia","Domanjko Petrič, Aleksandra","Nemec Svete, Alenka",pes; miksomatozna degeneracija mitralne zaklopke – bolezen; kongestivno srčno popuščanje; koencim Q10; oksidativni stres; vnetje; pretočna citometrija; podvrste limfocitov; dog; myxomatous mitral valve degeneration - disease; congestive heart failure; coenzyme Q10; oxidative stress; inflammation; flow cytometry; lymphocyte subtypes,2024,Slovenski jezik,VF - Veterinarska fakulteta,,,351,83
"Učinki plesno-gibalnega programa na posamezne vidike komunikacije, socialne interakcije in gibanja otrok in mladostnikov z motnjami v duševnem razvoju","Bucik, Katja","Smrtnik Vitulić, Helena","Geršak, Vesna",otroci z motnjami v duševnem razvoju; plesno-gibalni program; komunikacija; socialna interakcija; gibanje; ples; children with mental disabilities; dance-movement programme; communication; social interaction; movement,2024,Slovenski jezik,PEF - Pedagoška fakulteta,,,585,162
"Uspešnost na delovnem mestu v povezavi s stresom, telesno aktivnostjo, hidracijo, počutjem in zadovoljstvom na delovnem mestu","Kosec, Zinka","Tušak, Matej","Bon, Marta",uspešnost na delovnem mestu; stres; telesna dejavnost; telesna zmogljivost; hidracija; počutje; zadovoljstvo.; work performance; stress; physical activity; physical capacity; physical performance; hydration; job satisfaction; workplace well-being.,2024,Slovenski jezik,FŠ - Fakulteta za šport,,,505,359
Povezanost motivacije uporabnikov vadbenih centrov in trženjskega komuniciranja,"Vučković, Vojko","Kajtna, Tanja","Kolbl, Živa",Motivacija za vadbo; inventar motivacije za vadbo -2; vadbeni centri; kanali trženjskega komuniciranja; družbena omrežja; zaupanje; ponovni nakup; gospodarska dejavnost fitnesa; Exercise motivation; Exercise motivation inventory - 2; fitness centers; marketing channels; social media; trust; repurchase; fitness industry,2024,Slovenski jezik,FŠ - Fakulteta za šport,,,405,105
Synthesis and use of pyrazine and quinone based cathode materials in lithium and zinc batteries,"Menart, Svit","Pirnat, Klemen",,lithium battery; zinc battery; cathode; pyrazine; quinone; litijev akumulator; cinkov akumulator; katoda; pirazini; kinoni,2024,Angleški jezik,FKKT - Fakulteta za kemijo in kemijsko tehnologijo,,,505,129
ARHITEKTURA IKT IN INFORMACIJSKO MODELIRANJE ZA PODPORO LOKALNEMU TRGU Z ELEKTRIČNO ENERGIJO,"MEHINOVIĆ, AJLA","Zajc, Matej",,lokalni trg prožnosti; podatkovno modeliranje; arhitektura informacijsko komunikacijskih tehnologij; lokacijska informacija; interoperabilnost; razširljivost; local flexibility market; data modeling; Information and Communications Technology architecture; location information; interoperability; scalability,2024,Slovenski jezik,FE - Fakulteta za elektrotehniko,,,316,89
Agresivnost zdravljenja in ostale zdravstvene oskrbe bolnikov z razsejanimi solidnimi raki v zadnjih tednih življenja,"Golob, Nena","Šeruga, Boštjan",,agresivno specifično onkološko zdravljenje; ostala agresivna zdravstvena oskrba; kazalniki agresivne zdravstvene obravnave; dejavniki za agresivno zdravstveno obravnavo; zadnje obdobje življenja; paliativna oskrba.; aggressive specific oncological treatment; other aggressive medical care; indicators of aggressive approach; factors for aggressive approach; end of life; paliative care.,2024,Slovenski jezik,MF - Medicinska fakulteta,,,279,59
Novel approaches for fabrication of titanium based nanostructured surfaces for biomedical applications,"Rawat, Niharika","Iglič, Aleš","Junkar, Ita",TiO2; titanium materials; plasma induced electrochemical anodisation; biocompatible nanostructure; hydrothermal nanostructure; nanotubular flowers; TiO2; titanovi materiali; plazma inducirana elektrokemicna anodizacija; biokompatibilna nanostruktura; hidrotermalna nanostruktura; nanocevasti cvetovi,2024,Angleški jezik,BF - Biotehniška fakulteta,,,377,73
Večagentni sistem za porazdeljeno krmiljenje kibernetsko-fizičnih sistemov,"Malus, Andreja","Vrabič, Rok",,proizvodni sistemi; kibernetsko-fizični sistemi; porazdeljeno krmiljenje; večagentni sistemi; spodbujevalno učenje; industrijski internet stvari; production systems; cyber-physical systems; distributed control; multiagent systems; reinforcement learning; industrial internet of things,2024,Slovenski jezik,FS - Fakulteta za strojništvo,22,130,397,102
"Povezava možganske aktivnosti, morfologije obraza ter psiholoških značilnosti otrok s shizo med 12. in 16. letom starosti","Sajovic, Jakob","Drevenšek, Martina","Drevenšek, Gorazd",Shiza; nevroznanost; psihologija; morfologija obraza in ustne votline; mladi; EEG; CHASQ; VMR-OM; VMTM; ABAS-3 SI; sprednje področje zgornjega zobnega loka; demografske značilnosti; prednja asimetrija alfa; vestnost; število manjkajočih zob; Cleft; neuroscience; psychology; morphology of the face and oral cavity; youth; EEG; CHASQ; VMR-OM; VMTM; ABAS-3 SI; anterior region of the upper dental arch; demographic characteristics; frontal alpha asymmetry; conscientiousness; missing teeth,2024,Slovenski jezik,MF - Medicinska fakulteta,,,483,79
Prognostičen pomen genetskih sprememb pri otrocih z B-celično akutno limfoblastno levkemijo,"Črepinšek, Klementina","Debeljak, Maruša",,B-celična akutna limfoblastna levkemija; sekvenciranje RNA; spremembe v številu kopij genov; minimalen preostanek bolezni; B-cell acute lymphoblastic leukemia; RNA sequencing; copy number variations; minimal residual disease,2024,Slovenski jezik,MF - Medicinska fakulteta,,,287,86
Medsebojni vpliv mikrobiote človeka in aerobioma kraških jam,"Tomazin, Rok","Matos, Tadeja","Mulec, Janez",jamska aerobiologija; biokontaminacija; antropizacija jam; kraške jame; speleoterapija; identifikacija mikroorganizmov; cave aerobiology; biocontamination; cave anthropisation; karst caves; speleotherapy; microorganism identification,2024,Slovenski jezik,MF - Medicinska fakulteta,,,305,70
Inhibicija trombocitov s kangrelorjem pri komatoznih bolnikih po izvenbolnišničnem srčnem zastoju in primarni perkutani koronarni intervenciji,"Kordiš, Peter","Noč, Marko",,Primarni izvenbolnišnični srčni zastoj Inhibicija trombocitov Kangrelor Primarna perkutana koronarna intervencija Terapevtska hipotermija; Primary out-of-hospital cardiac arrest Platelet inhibition Cangrelor Primary percutaneous coronary intervention Therapeutic hypothermia,2024,Slovenski jezik,MF - Medicinska fakulteta,,,279,73
Optimization of methods for rapid determination of water soluble vitamins in fruit extracts by liquid chromatography coupled with mass spectrometry,"Zia, Hassan","Slatnar, Ana",,B vitamins; vitamin C; fruit extracts; HPLC-MS/MS; reverse phase; HILIC; ammonium fluoride; processing; vitamini; sadni sok; HPLC-MS/MS; tehnologija visokih tlakov; ohmsko segrevanje; pulzirajoče električno polje termična pasterizacija; kakovost,2024,Angleški jezik,BF - Biotehniška fakulteta,,,428,108
Dinamični model DNA topoizomeraze tipa II ter in silico načrtovanje novih katalitičnih zaviralcev kot potencialnih kemoterapevtikov,"Herlah, Barbara","Perdih, Andrej","Sosič, Izidor",DNA topoizomeraza II; katalitični cikel; molekulske simulacije; molekulska dinamika; katalitični zaviralci; protirakave učinkovine; DNA topoisomerase II; catalytic cycle; molecular simulations; molecular dynamics; catalytic inhibitors; anticancer agents,2024,Slovenski jezik,FFA - Fakulteta za farmacijo,,,388,122
Gleženjski eksoskelet gnan z energijo tekalne steze za pomoč pri odrivu,"Tomc, Matej","Matjačič, Zlatko",,gleženjski eksoskelet; biomehanika; hoja; rehabilitacija; možganska kap; ankle exoskeleton; biomechanics; gait; rehabilitation; stroke,2024,Slovenski jezik,FE - Fakulteta za elektrotehniko,,,398,95
Storilke kaznivega dejanja uboja in umora - od žrtve do storilke,"Tomaduz, Ula","Filipčič, Katja",,kriminaliteta žensk; intimnopartnersko nasilje; intimnopartnerski umor; krog nasilja; sindrom trpinčene ženske; študija primerov; female criminality; intimate partner violence; intimate partner homicide; cycle of violence; battered woman syndrome; case studies,2024,Slovenski jezik,PF - Pravna fakulteta,,,573,211
Alternativno reševanje sporov v upravnih zadevah v Republiki Sloveniji,"Lovšin, Špela","Žuber, Bruna","Pirnat, Rajko",alternativno reševanje sporov – upravna zadeva – upravni postopek – upravni spor – nadomestna odločba – upravna pogodba – sodna poravnava – arbitraža – konciliacija – mediacija; alternative dispute resolution – administrative matter – administrative procedure – administrative dispute – substitute decision – administrative contract – judicial settlement – arbitration – conciliation – mediation,2024,Slovenski jezik,PF - Pravna fakulteta,,,531,401
Favor debitoris in dejavniki njegovega razvoja v cesarski zakonodaji med 4. in 6. stoletjem,"Žepič, Vid","Kambič, Marko",,rimsko obligacijsko pravo; pozna antika; omejitve pogodbene avtonomije; razlaga pravnih poslov; prenehanje obveznosti; kreditna zakonodaja; varstvo dolžnika; šibkejša stranka civilnopravnega razmerja; socialna politika; materializacija prava; Roman law of obligations; late antiquity; restrictions of contractual autonomy; interpretation of legal transactions; termination of obligations; credit law; protection of debtor; the weaker party in civil law; social policy; materialisation of law,2024,Slovenski jezik,PF - Pravna fakulteta,,,704,713
Pogostost in napovedni dejavniki anksioznosti pri bolnikih na elektivni invazivni kardiološki diagnostiki,"Kokalj Palandačić, Anja","Lainščak, Mitja",,anksioznost; soočanje s stresom; osebnostne lastnosti; depresija; koronarna angiografija; anxiety; coping strategies; personality traits; depression; coronary angiography,2024,Slovenski jezik,MF - Medicinska fakulteta,,,279,70
Ocena ekološke zmote v geografski analizi povezanosti socialno-ekonomskega primanjkljaja z incidenco raka,"Lokar, Katarina","Zadnik, Vesna","Ferligoj, Anuška",Ekološka zmota; Evropski indeks primanjkljaja; Evropski indeks primanjkljaja na individualni ravni; krivulje ROC; analiza ujemanja; socialno-ekonomski položaj; incidenca raka; večnivojska analiza; Ecological fallacy; European Deprivation Index; European Deprivation Index at the individual level; ROC curves; Agreement analysis; Socio-economic status; Cancer incidence; Multilevel analysis,2024,Slovenski jezik,MF - Medicinska fakulteta,,,278,79
Optimizacija postopka za pripravo človeških monoklonskih protiteles iz periferne krvi imuniziranih darovalcev na modelu hepatitisa B,"Omejec, Sandra","Čurin Šerbec, Vladka",,človeško monoklonsko protitelo; posamične celice B; virus hepatitisa B; human monoclonal antibody; single B cells; hepatitis B virus,2024,Slovenski jezik,MF - Medicinska fakulteta,,,262,94
Development of structured surfaces for high heat flux nucleate boiling,"Hadžić, Armin","Golobič, Iztok","Može, Matic",nucleate boiling; boiling performance enhancement; surface structuring; capillary structured surfaces; superbiphilic surfaces; critical heat flux; mehurčkasto vrenje; izboljšan prenos toplote pri vrenju; strukturiranje površine; kapilarno strukturirane površine; superbifilne površine; kritična gostota toplotnega toka,2024,Angleški jezik,FS - Fakulteta za strojništvo,28,158,366,137
Vpliv urejenosti sladkorne bolezni tipa 1 na metilacijo DNA,"Čugalj Kern, Barbara","Bratina, Nataša","Kovač, Jernej",Sladkorna bolezen tipa 1; DNA metilacija; uravnavanje sladkorne bolezni; zapleti sladkorne bolezni; Type 1 diabetes; DNA methylation; glycemic control; diabetes-related complications,2024,Slovenski jezik,MF - Medicinska fakulteta,,,321,104
Razvoj zaviralcev imunoproteasoma in modulatorjev imunskih signalnih poti s protitumornim in protivnetnim delovanjem,"Strašek Benedik, Nika","Sosič, Izidor","Sova, Matej",imunomodulatorji; Toll-u podobni receptorji; TAK1; imunoproteasom; immunomodulators; Toll-like receptors; TAK1; immunoproteasome,2024,Slovenski jezik,FFA - Fakulteta za farmacijo,,,353,0
Analiza ponudbe in povpraševanja po ekosistemskih storitvah na krajinski ravni,"Leban, Vasja","Pezdevšek Malovrh, Špela","Zadnik Stirn, Lidija",mešane raziskovalne metode; intervjuji; ankete; analiza podatkovne ovojnice; ekosistemske storitve; Kras; Brkini; mixed research methods; interviews; questionnaires; data envelopment analysis; ecosystem services; Kras; Brkini,2024,Slovenski jezik,BF - Biotehniška fakulteta,,,347,104
Izboljšave anularnega laserskega direktnega nanašanja kovinskega prahu,"Vidergar, Ana","Govekar, Edvard",,lasersko direktno nanašanje kovinskega prahu; anularni laserski žarek; oblika šobe za prah; porazdelitev intenzitete laserskega žarka; izkoristek prahu; lastnosti nanosa; directed energy deposition; annular laser-beam; nozzle shape; laser-beam intensity distribution; powder-catchment efficiency; clad properties,2024,Slovenski jezik,FS - Fakulteta za strojništvo,26,112,428,81
Vgrajeni sistem za razpoznavanje šarenice pri uporabi nadzora dostopa v pametnem mestu,"ZADNIK, DAMJAN","Žemva, Andrej",,nadzor dostopa; razpoznavanje šarenice; merila za oceno kakovosti; access control; iris recognition; iris image quality metric,2024,Slovenski jezik,FE - Fakulteta za elektrotehniko,,,371,81
Analysis of development banks and their counter-cyclical and socio-economic impacts,"Porenta, Jan","Rant, Vasja",,banking; banks; economic development; financing; sustainable development; regional development; risk management; credit; banke; financiranje; trajnostni razvoj; regionalni razvoj; obvladovanje tveganj; krediti,2024,Angleški jezik,EF - Ekonomska fakulteta,9,174,365,1226
